study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB19856	SAMEA103892444	ERX1933720	ERR1873195	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873195/ERR1873195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873195/ERR1873195_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873195/G2538.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873195/G2538.2.fq.gz	
PRJEB19856	SAMEA103892445	ERX1933721	ERR1873196	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873196/ERR1873196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873196/ERR1873196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873196/G2620.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873196/G2620.2.fq.gz	
PRJEB19856	SAMEA103892446	ERX1933722	ERR1873197	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873197/ERR1873197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873197/ERR1873197_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873197/G2629.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873197/G2629.2.fq.gz	
PRJEB19856	SAMEA103892447	ERX1933723	ERR1873198	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873198/ERR1873198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873198/ERR1873198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873198/G2640.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873198/G2640.2.fq.gz	
PRJEB19856	SAMEA103892448	ERX1933724	ERR1873199	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873199/ERR1873199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873199/ERR1873199_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873199/G2643.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873199/G2643.2.fq.gz	
PRJEB19856	SAMEA103892450	ERX1933726	ERR1873201	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873201/ERR1873201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873201/ERR1873201_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873201/G2648.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873201/G2648.2.fq.gz	
PRJEB19856	SAMEA103892451	ERX1933727	ERR1873202	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873202/ERR1873202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873202/ERR1873202_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873202/G2649.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873202/G2649.2.fq.gz	
PRJEB19856	SAMEA103892452	ERX1933728	ERR1873203	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873203/ERR1873203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873203/ERR1873203_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873203/G2650.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873203/G2650.2.fq.gz	
PRJEB19856	SAMEA103892453	ERX1933729	ERR1873204	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873204/ERR1873204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873204/ERR1873204_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873204/G2653.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873204/G2653.2.fq.gz	
PRJEB19856	SAMEA103892454	ERX1933730	ERR1873205	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873205/ERR1873205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873205/ERR1873205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873205/G2655.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873205/G2655.2.fq.gz	
PRJEB19856	SAMEA103892455	ERX1933731	ERR1873206	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873206/ERR1873206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873206/ERR1873206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873206/G2657.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873206/G2657.2.fq.gz	
PRJEB19856	SAMEA103892456	ERX1933732	ERR1873207	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873207/ERR1873207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873207/ERR1873207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873207/G2658.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873207/G2658.2.fq.gz	
PRJEB19856	SAMEA103892457	ERX1933733	ERR1873208	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873208/ERR1873208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873208/ERR1873208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873208/G2659.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873208/G2659.2.fq.gz	
PRJEB19856	SAMEA103892458	ERX1933734	ERR1873209	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873209/ERR1873209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873209/ERR1873209_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873209/G2660.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873209/G2660.2.fq.gz	
PRJEB19856	SAMEA103892459	ERX1933735	ERR1873210	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873210/ERR1873210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873210/ERR1873210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873210/G2661.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873210/G2661.2.fq.gz	
PRJEB19856	SAMEA103892460	ERX1933736	ERR1873211	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873211/ERR1873211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873211/ERR1873211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873211/G2664.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873211/G2664.2.fq.gz	
PRJEB19856	SAMEA103892461	ERX1933737	ERR1873212	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873212/ERR1873212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873212/ERR1873212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873212/G2669.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873212/G2669.2.fq.gz	
PRJEB19856	SAMEA103892462	ERX1933738	ERR1873213	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873213/ERR1873213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873213/ERR1873213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873213/G2677.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873213/G2677.2.fq.gz	
PRJEB19856	SAMEA103892463	ERX1933739	ERR1873214	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873214/ERR1873214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873214/ERR1873214_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873214/G2679.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873214/G2679.2.fq.gz	
PRJEB19856	SAMEA103892464	ERX1933740	ERR1873215	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873215/ERR1873215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873215/ERR1873215_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873215/G2700.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873215/G2700.2.fq.gz	
PRJEB19856	SAMEA103892465	ERX1933741	ERR1873216	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873216/ERR1873216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873216/ERR1873216_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873216/G2728.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873216/G2728.2.fq.gz	
PRJEB19856	SAMEA103892466	ERX1933742	ERR1873217	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873217/ERR1873217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873217/ERR1873217_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873217/G2733.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873217/G2733.2.fq.gz	
PRJEB19856	SAMEA103892467	ERX1933743	ERR1873218	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873218/ERR1873218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873218/ERR1873218_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873218/G2736.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873218/G2736.2.fq.gz	
PRJEB19856	SAMEA103892468	ERX1933744	ERR1873219	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873219/ERR1873219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873219/ERR1873219_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873219/G2742.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873219/G2742.2.fq.gz	
PRJEB19856	SAMEA103892469	ERX1933745	ERR1873220	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873220/ERR1873220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873220/ERR1873220_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873220/G2745X.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873220/G2745X.2.fq.gz	
PRJEB19856	SAMEA103892471	ERX1933746	ERR1873221	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873221/ERR1873221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873221/ERR1873221_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873221/G2747.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873221/G2747.2.fq.gz	
PRJEB19856	SAMEA103892472	ERX1933747	ERR1873222	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873222/ERR1873222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873222/ERR1873222_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873222/G2751.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873222/G2751.2.fq.gz	
PRJEB19856	SAMEA103892473	ERX1933748	ERR1873223	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873223/ERR1873223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873223/ERR1873223_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873223/G2754.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873223/G2754.2.fq.gz	
PRJEB19856	SAMEA103892475	ERX1933749	ERR1873224	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873224/ERR1873224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873224/ERR1873224_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873224/G2755.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873224/G2755.2.fq.gz	
PRJEB19856	SAMEA103892474	ERX1933750	ERR1873225	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873225/ERR1873225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873225/ERR1873225_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873225/G2755X.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873225/G2755X.2.fq.gz	
PRJEB19856	SAMEA103892476	ERX1933751	ERR1873226	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873226/ERR1873226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873226/ERR1873226_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873226/G2757X.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873226/G2757X.2.fq.gz	
PRJEB19856	SAMEA103892477	ERX1933752	ERR1873227	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873227/ERR1873227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873227/ERR1873227_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873227/G2758.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873227/G2758.2.fq.gz	
PRJEB19856	SAMEA103892478	ERX1933753	ERR1873228	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873228/ERR1873228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873228/ERR1873228_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873228/G2760.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873228/G2760.2.fq.gz	
PRJEB19856	SAMEA103892432	ERX1933754	ERR1873229	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873229/ERR1873229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873229/ERR1873229_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873229/G2761a.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873229/G2761a.2.fq.gz	
PRJEB19856	SAMEA103892621	ERX1933755	ERR1873230	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873230/ERR1873230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873230/ERR1873230_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873230/G2834.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873230/G2834.2.fq.gz	
PRJEB19856	SAMEA103892483	ERX1933756	ERR1873231	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873231/ERR1873231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873231/ERR1873231_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873231/G2836.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873231/G2836.2.fq.gz	
PRJEB19856	SAMEA103892484	ERX1933757	ERR1873232	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873232/ERR1873232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873232/ERR1873232_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873232/G2838.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873232/G2838.2.fq.gz	
PRJEB19856	SAMEA103892485	ERX1933758	ERR1873233	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873233/ERR1873233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873233/ERR1873233_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873233/G2839.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873233/G2839.2.fq.gz	
PRJEB19856	SAMEA103892486	ERX1933759	ERR1873234	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873234/ERR1873234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873234/ERR1873234_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873234/G2840.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873234/G2840.2.fq.gz	
PRJEB19856	SAMEA103892490	ERX1933760	ERR1873235	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873235/ERR1873235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873235/ERR1873235_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873235/G2907.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873235/G2907.2.fq.gz	
PRJEB19856	SAMEA103892492	ERX1933761	ERR1873236	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873236/ERR1873236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873236/ERR1873236_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873236/G2969.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873236/G2969.2.fq.gz	
PRJEB19856	SAMEA103892493	ERX1933762	ERR1873237	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873237/ERR1873237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873237/ERR1873237_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873237/G2971.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873237/G2971.2.fq.gz	
PRJEB19856	SAMEA103892495	ERX1933764	ERR1873239	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873239/ERR1873239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873239/ERR1873239_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873239/G3051.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873239/G3051.2.fq.gz	
PRJEB19856	SAMEA103892496	ERX1933765	ERR1873240	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873240/ERR1873240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873240/ERR1873240_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873240/G3055.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873240/G3055.2.fq.gz	
PRJEB19856	SAMEA103892497	ERX1933766	ERR1873241	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873241/ERR1873241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873241/ERR1873241_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873241/G3057.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873241/G3057.2.fq.gz	
PRJEB19856	SAMEA103892498	ERX1933767	ERR1873242	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873242/ERR1873242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873242/ERR1873242_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873242/G3059.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873242/G3059.2.fq.gz	
PRJEB19856	SAMEA103892499	ERX1933768	ERR1873243	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873243/ERR1873243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873243/ERR1873243_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873243/G3060.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873243/G3060.2.fq.gz	
PRJEB19856	SAMEA103892501	ERX1933769	ERR1873244	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873244/ERR1873244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873244/ERR1873244_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873244/G3308.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873244/G3308.2.fq.gz	
PRJEB19856	SAMEA103892502	ERX1933770	ERR1873245	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873245/ERR1873245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873245/ERR1873245_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873245/G3318.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873245/G3318.2.fq.gz	
PRJEB19856	SAMEA103892504	ERX1933771	ERR1873246	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873246/ERR1873246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873246/ERR1873246_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873246/G3429.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873246/G3429.2.fq.gz	
PRJEB19856	SAMEA103892510	ERX1933772	ERR1873247	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873247/ERR1873247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873247/ERR1873247_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873247/S005.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873247/S005.2.fq.gz	
PRJEB19856	SAMEA103892511	ERX1933773	ERR1873248	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873248/ERR1873248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873248/ERR1873248_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873248/S006.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873248/S006.2.fq.gz	
PRJEB19856	SAMEA103892515	ERX1933774	ERR1873249	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873249/ERR1873249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873249/ERR1873249_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873249/S010.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873249/S010.2.fq.gz	
PRJEB19856	SAMEA103892526	ERX1933775	ERR1873250	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873250/ERR1873250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873250/ERR1873250_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873250/S012.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873250/S012.2.fq.gz	
PRJEB19856	SAMEA103892545	ERX1933776	ERR1873251	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873251/ERR1873251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873251/ERR1873251_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873251/S017.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873251/S017.2.fq.gz	
PRJEB19856	SAMEA103892560	ERX1933777	ERR1873252	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873252/ERR1873252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873252/ERR1873252_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873252/S020.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873252/S020.2.fq.gz	
