study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB19856	SAMEA103892586	ERX1933778	ERR1873253	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873253/ERR1873253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873253/ERR1873253_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873253/S027.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873253/S027.2.fq.gz	
PRJEB19856	SAMEA103892587	ERX1933779	ERR1873254	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873254/ERR1873254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873254/ERR1873254_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873254/S029.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873254/S029.2.fq.gz	
PRJEB19856	SAMEA103892588	ERX1933780	ERR1873255	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873255/ERR1873255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873255/ERR1873255_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873255/S030.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873255/S030.2.fq.gz	
PRJEB19856	SAMEA103892590	ERX1933781	ERR1873256	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873256/ERR1873256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873256/ERR1873256_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873256/S032.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873256/S032.2.fq.gz	
PRJEB19856	SAMEA103892592	ERX1933782	ERR1873257	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873257/ERR1873257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873257/ERR1873257_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873257/S037.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873257/S037.2.fq.gz	
PRJEB19856	SAMEA103892595	ERX1933783	ERR1873258	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873258/ERR1873258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873258/ERR1873258_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873258/S044.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873258/S044.2.fq.gz	
PRJEB19856	SAMEA103892597	ERX1933784	ERR1873259	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873259/ERR1873259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873259/ERR1873259_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873259/S049.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873259/S049.2.fq.gz	
PRJEB19856	SAMEA103892598	ERX1933785	ERR1873260	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873260/ERR1873260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873260/ERR1873260_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873260/S052.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873260/S052.2.fq.gz	
PRJEB19856	SAMEA103892600	ERX1933786	ERR1873261	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873261/ERR1873261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873261/ERR1873261_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873261/S056.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873261/S056.2.fq.gz	
PRJEB19856	SAMEA103892601	ERX1933787	ERR1873262	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873262/ERR1873262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873262/ERR1873262_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873262/S058.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873262/S058.2.fq.gz	
PRJEB19856	SAMEA103892603	ERX1933788	ERR1873263	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873263/ERR1873263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873263/ERR1873263_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873263/S062.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873263/S062.2.fq.gz	
PRJEB19856	SAMEA103892604	ERX1933789	ERR1873264	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873264/ERR1873264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873264/ERR1873264_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873264/S063.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873264/S063.2.fq.gz	
PRJEB19856	SAMEA103892605	ERX1933790	ERR1873265	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873265/ERR1873265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873265/ERR1873265_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873265/S068.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873265/S068.2.fq.gz	
PRJEB19856	SAMEA103892606	ERX1933791	ERR1873266	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873266/ERR1873266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873266/ERR1873266_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873266/S069.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873266/S069.2.fq.gz	
PRJEB19856	SAMEA103892608	ERX1933792	ERR1873267	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873267/ERR1873267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873267/ERR1873267_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873267/S072.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873267/S072.2.fq.gz	
PRJEB19856	SAMEA103892609	ERX1933793	ERR1873268	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873268/ERR1873268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873268/ERR1873268_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873268/S073.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873268/S073.2.fq.gz	
PRJEB19856	SAMEA103892612	ERX1933794	ERR1873269	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873269/ERR1873269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873269/ERR1873269_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873269/S081.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873269/S081.2.fq.gz	
PRJEB19856	SAMEA103892614	ERX1933795	ERR1873270	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873270/ERR1873270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873270/ERR1873270_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873270/S089.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873270/S089.2.fq.gz	
PRJEB19856	SAMEA103892615	ERX1933796	ERR1873271	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873271/ERR1873271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873271/ERR1873271_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873271/S092.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873271/S092.2.fq.gz	
PRJEB19856	SAMEA103892616	ERX1933797	ERR1873272	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873272/ERR1873272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873272/ERR1873272_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873272/S094.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873272/S094.2.fq.gz	
PRJEB19856	SAMEA103892617	ERX1933798	ERR1873273	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873273/ERR1873273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873273/ERR1873273_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873273/S096.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873273/S096.2.fq.gz	
PRJEB19856	SAMEA103892618	ERX1933799	ERR1873274	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873274/ERR1873274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873274/ERR1873274_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873274/S097.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873274/S097.2.fq.gz	
PRJEB19856	SAMEA103892619	ERX1933800	ERR1873275	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873275/ERR1873275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873275/ERR1873275_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873275/S098.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873275/S098.2.fq.gz	
PRJEB19856	SAMEA103892512	ERX1933801	ERR1873276	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873276/ERR1873276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873276/ERR1873276_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873276/S103.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873276/S103.2.fq.gz	
PRJEB19856	SAMEA103892513	ERX1933802	ERR1873277	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873277/ERR1873277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873277/ERR1873277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873277/S107.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873277/S107.2.fq.gz	
PRJEB19856	SAMEA103892514	ERX1933803	ERR1873278	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873278/ERR1873278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873278/ERR1873278_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873278/S108.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873278/S108.2.fq.gz	
PRJEB19856	SAMEA103892516	ERX1933804	ERR1873279	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873279/ERR1873279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873279/ERR1873279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873279/S110.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873279/S110.2.fq.gz	
PRJEB19856	SAMEA103892518	ERX1933805	ERR1873280	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873280/ERR1873280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873280/ERR1873280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873280/S111.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873280/S111.2.fq.gz	
PRJEB19856	SAMEA103892520	ERX1933806	ERR1873281	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873281/ERR1873281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873281/ERR1873281_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873281/S120.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873281/S120.2.fq.gz	
PRJEB19856	SAMEA103892521	ERX1933807	ERR1873282	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873282/ERR1873282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873282/ERR1873282_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873282/S121.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873282/S121.2.fq.gz	
PRJEB19856	SAMEA103892523	ERX1933808	ERR1873283	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873283/ERR1873283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873283/ERR1873283_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873283/S125.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873283/S125.2.fq.gz	
PRJEB19856	SAMEA103892524	ERX1933809	ERR1873284	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873284/ERR1873284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873284/ERR1873284_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873284/S128.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873284/S128.2.fq.gz	
PRJEB19856	SAMEA103892525	ERX1933810	ERR1873285	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873285/ERR1873285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873285/ERR1873285_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873285/S129.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873285/S129.2.fq.gz	
PRJEB19856	SAMEA103892527	ERX1933811	ERR1873286	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873286/ERR1873286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873286/ERR1873286_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873286/S131.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873286/S131.2.fq.gz	
PRJEB19856	SAMEA103892528	ERX1933812	ERR1873287	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873287/ERR1873287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873287/ERR1873287_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873287/S137.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873287/S137.2.fq.gz	
PRJEB19856	SAMEA103892529	ERX1933813	ERR1873288	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873288/ERR1873288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873288/ERR1873288_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873288/S139.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873288/S139.2.fq.gz	
PRJEB19856	SAMEA103892530	ERX1933814	ERR1873289	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873289/ERR1873289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873289/ERR1873289_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873289/S140.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873289/S140.2.fq.gz	
PRJEB19856	SAMEA103892532	ERX1933815	ERR1873290	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873290/ERR1873290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873290/ERR1873290_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873290/S142.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873290/S142.2.fq.gz	
PRJEB19856	SAMEA103892533	ERX1933816	ERR1873291	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873291/ERR1873291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873291/ERR1873291_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873291/S143.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873291/S143.2.fq.gz	
PRJEB19856	SAMEA103892534	ERX1933817	ERR1873292	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873292/ERR1873292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873292/ERR1873292_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873292/S148.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873292/S148.2.fq.gz	
PRJEB19856	SAMEA103892535	ERX1933818	ERR1873293	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873293/ERR1873293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873293/ERR1873293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873293/S149.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873293/S149.2.fq.gz	
PRJEB19856	SAMEA103892536	ERX1933819	ERR1873294	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873294/ERR1873294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873294/ERR1873294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873294/S150.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873294/S150.2.fq.gz	
PRJEB19856	SAMEA103892537	ERX1933820	ERR1873295	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873295/ERR1873295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873295/ERR1873295_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873295/S159.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873295/S159.2.fq.gz	
PRJEB19856	SAMEA103892538	ERX1933821	ERR1873296	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873296/ERR1873296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873296/ERR1873296_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873296/S162.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873296/S162.2.fq.gz	
PRJEB19856	SAMEA103892539	ERX1933822	ERR1873297	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873297/ERR1873297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873297/ERR1873297_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873297/S165.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873297/S165.2.fq.gz	
PRJEB19856	SAMEA103892540	ERX1933823	ERR1873298	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873298/ERR1873298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873298/ERR1873298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873298/S168.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873298/S168.2.fq.gz	
PRJEB19856	SAMEA103892541	ERX1933824	ERR1873299	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873299/ERR1873299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873299/ERR1873299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873299/S169.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873299/S169.2.fq.gz	
PRJEB19856	SAMEA103892542	ERX1933825	ERR1873300	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873300/ERR1873300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/000/ERR1873300/ERR1873300_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873300/S171.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873300/S171.2.fq.gz	
PRJEB19856	SAMEA103892543	ERX1933826	ERR1873301	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873301/ERR1873301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/001/ERR1873301/ERR1873301_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873301/S174.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873301/S174.2.fq.gz	
PRJEB19856	SAMEA103892544	ERX1933827	ERR1873302	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873302/ERR1873302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/002/ERR1873302/ERR1873302_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873302/S177.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873302/S177.2.fq.gz	
PRJEB19856	SAMEA103892546	ERX1933828	ERR1873303	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873303/ERR1873303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/003/ERR1873303/ERR1873303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873303/S181.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873303/S181.2.fq.gz	
PRJEB19856	SAMEA103892547	ERX1933829	ERR1873304	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873304/ERR1873304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/004/ERR1873304/ERR1873304_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873304/S186.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873304/S186.2.fq.gz	
PRJEB19856	SAMEA103892548	ERX1933830	ERR1873305	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873305/ERR1873305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/005/ERR1873305/ERR1873305_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873305/S187.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873305/S187.2.fq.gz	
PRJEB19856	SAMEA103892549	ERX1933831	ERR1873306	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873306/ERR1873306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/006/ERR1873306/ERR1873306_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873306/S188.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873306/S188.2.fq.gz	
PRJEB19856	SAMEA103892550	ERX1933832	ERR1873307	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873307/ERR1873307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/007/ERR1873307/ERR1873307_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873307/S190.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873307/S190.2.fq.gz	
PRJEB19856	SAMEA103892551	ERX1933833	ERR1873308	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873308/ERR1873308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/008/ERR1873308/ERR1873308_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873308/S193.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873308/S193.2.fq.gz	
PRJEB19856	SAMEA103892552	ERX1933834	ERR1873309	410658	soil metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873309/ERR1873309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/009/ERR1873309/ERR1873309_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873309/S194.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR187/ERR1873309/S194.2.fq.gz	
